,date,NOx,NO_2,NOx,O_3
752,19.11.2011,45,29,99,3
753,20.11.2011,30,25,71,4
754,21.11.2011,8,21,32,15
755,22.11.2011,3,23,28,12
756,23.11.2011,39,32,92,2
757,24.11.2011,48,28,101,2
758,25.11.2011,13,29,49,14
759,26.11.2011,1,14,14,36
760,27.11.2011,0,3,3,53
761,28.11.2011,5,17,25,36
762,29.11.2011,9,33,46,9
763,30.11.2011,6,24,34,22
764,01.12.2011,9,28,42,9
765,02.12.2011,1,14,15,36
766,03.12.2011,1,9,10,40
767,04.12.2011,0,5,5,53
768,05.12.2011,0,5,6,51
769,06.12.2011,0,9,9,45
770,07.12.2011,1,12,13,43
771,08.12.2011,1,10,11,45
772,09.12.2011,0,8,8,57
773,10.12.2011,0,12,12,46
774,11.12.2011,1,20,21,35
775,12.12.2011,2,26,30,23
776,13.12.2011,0,18,19,40
777,14.12.2011,1,18,20,45
778,15.12.2011,1,16,17,46
779,16.12.2011,1,17,18,40
780,17.12.2011,0,5,6,49
781,18.12.2011,0,6,6,51
782,19.12.2011,36,28,84,36
783,20.12.2011,1,29,31,24
784,21.12.2011,1,23,26,19
785,22.12.2011,7,23,34,20
786,23.12.2011,4,22,29,8
787,24.12.2011,0,6,7,43
788,25.12.2011,0,7,7,38
789,26.12.2011,0,7,7,38
790,27.12.2011,0,8,8,42
791,28.12.2011,1,16,17,26
792,29.12.2011,0,7,7,50
793,30.12.2011,0,6,6,55
794,31.12.2011,1,12,15,35
795,01.01.2012,3,18,23,16
796,02.01.2012,0,9,9,45
797,03.01.2012,0,11,11,50
798,04.01.2012,0,7,7,62
799,05.01.2012,0,5,5,63
800,06.01.2012,0,8,9,48
801,07.01.2012,0,6,6,49
802,08.01.2012,0,5,5,52
803,09.01.2012,0,13,14,32
804,10.01.2012,0,7,7,54
805,11.01.2012,1,14,15,33
806,12.01.2012,0,9,10,45
807,13.01.2012,0,5,6,61
808,14.01.2012,0,8,9,50
809,15.01.2012,2,16,19,32
810,16.01.2012,2,24,27,16
811,17.01.2012,1,15,16,34
812,18.01.2012,13,41,60,11
813,19.01.2012,1,19,20,28
814,20.01.2012,0,8,8,55
815,21.01.2012,0,9,9,51
816,22.01.2012,0,3,4,59
817,23.01.2012,2,19,22,25
818,24.01.2012,1,14,15,22
819,25.01.2012,4,23,30,18
820,26.01.2012,7,21,31,26
821,27.01.2012,1,20,21,35
822,28.01.2012,1,21,22,30
823,29.01.2012,1,17,18,43
824,30.01.2012,1,17,18,47
825,31.01.2012,1,14,15,47
826,01.02.2012,0,11,11,54
827,02.02.2012,1,17,18,42
828,03.02.2012,5,26,34,33
829,04.02.2012,9,35,48,18
830,05.02.2012,3,22,27,29
831,06.02.2012,1,17,19,44
832,07.02.2012,1,18,19,47
833,08.02.2012,4,20,27,48
834,09.02.2012,1,12,14,55
835,10.02.2012,1,17,18,53
836,11.02.2012,1,24,25,42
837,12.02.2012,2,28,32,40
838,13.02.2012,2,22,25,37
839,14.02.2012,8,33,45,21
840,15.02.2012,0,2,2,75
841,16.02.2012,1,14,17,50
842,17.02.2012,1,10,11,49
843,18.02.2012,1,15,18,30
844,19.02.2012,0,4,4,60
845,20.02.2012,1,14,15,57
846,21.02.2012,1,18,19,46
847,22.02.2012,1,18,20,44
848,23.02.2012,0,9,10,52
849,24.02.2012,0,12,12,36
850,25.02.2012,0,4,4,69
851,26.02.2012,0,7,7,64
852,27.02.2012,2,22,25,33
853,28.02.2012,1,16,17,25
854,29.02.2012,1,11,13,31
855,01.03.2012,2,14,16,23
856,02.03.2012,0,11,11,46
857,03.03.2012,1,9,10,45
858,04.03.2012,0,7,8,63
859,05.03.2012,1,11,11,62
860,06.03.2012,0,12,13,55
861,07.03.2012,3,28,32,45
862,08.03.2012,1,27,28,33
863,09.03.2012,1,16,18,45
864,10.03.2012,0,12,12,50
865,11.03.2012,0,2,2,73
866,12.03.2012,0,8,8,54
867,13.03.2012,1,7,7,62
868,14.03.2012,0,11,12,58
869,15.03.2012,4,22,29,28
870,16.03.2012,22,35,69,22
871,17.03.2012,13,30,49,39
872,18.03.2012,1,15,16,52
873,19.03.2012,0,8,8,72
874,20.03.2012,2,16,18,49
875,21.03.2012,1,13,14,48
876,22.03.2012,3,18,23,50
877,23.03.2012,5,11,20,56
878,24.03.2012,1,10,12,53
879,25.03.2012,1,6,7,48
880,26.03.2012,3,15,19,46
881,27.03.2012,1,17,19,47
882,28.03.2012,1,10,11,70
883,29.03.2012,0,3,4,77
884,30.03.2012,0,5,5,72
885,31.03.2012,0,2,3,77
886,01.04.2012,0,5,5,65
887,02.04.2012,0,7,7,75
888,03.04.2012,1,13,14,54
889,04.04.2012,0,8,9,42
890,05.04.2012,0,8,8,65
891,06.04.2012,1,9,10,63
892,07.04.2012,0,6,6,68
893,08.04.2012,0,7,8,65
894,09.04.2012,1,13,14,64
895,10.04.2012,1,13,15,54
896,11.04.2012,2,21,25,47
897,12.04.2012,2,16,18,43
898,13.04.2012,1,13,15,44
899,14.04.2012,6,11,20,54
900,15.04.2012,0,3,3,79
901,16.04.2012,1,6,7,81
902,17.04.2012,0,10,11,76
903,18.04.2012,1,17,19,78
904,19.04.2012,1,16,17,81
905,20.04.2012,3,17,22,64
906,21.04.2012,1,13,14,59
907,22.04.2012,0,7,7,73
908,23.04.2012,1,11,12,70
909,24.04.2012,1,13,14,67
910,25.04.2012,1,12,13,62
911,26.04.2012,1,20,22,65
912,27.04.2012,1,9,11,80
913,28.04.2012,0,9,10,90
914,29.04.2012,1,11,12,77
915,30.04.2012,0,5,6,83
916,01.05.2012,0,4,5,94
917,02.05.2012,0,6,6,87
918,03.05.2012,1,11,12,59
919,04.05.2012,1,10,11,68
920,05.05.2012,0,6,6,52
921,06.05.2012,0,3,3,60
922,07.05.2012,1,12,13,42
923,08.05.2012,2,14,16,53
924,09.05.2012,2,15,17,50
925,10.05.2012,1,11,13,50
926,11.05.2012,1,10,12,55
927,12.05.2012,0,2,3,86
928,13.05.2012,0,5,5,63
929,14.05.2012,3,12,16,59
930,15.05.2012,1,11,13,63
931,16.05.2012,0,6,6,66
932,17.05.2012,0,5,5,68
933,18.05.2012,2,15,18,62
934,19.05.2012,1,13,14,88
935,20.05.2012,0,7,8,99
936,21.05.2012,0,7,8,95
937,22.05.2012,0,7,7,97
938,23.05.2012,0,4,4,93
939,24.05.2012,0,3,3,91
940,25.05.2012,0,4,5,90
941,26.05.2012,0,4,5,88
942,27.05.2012,0,4,4,85
943,28.05.2012,0,6,6,77
944,29.05.2012,0,7,8,84
945,30.05.2012,0,6,7,68
946,31.05.2012,0,10,10,65
947,01.06.2012,0,5,5,72
948,02.06.2012,0,5,6,72
949,03.06.2012,0,6,7,60
950,04.06.2012,0,6,7,51
951,05.06.2012,1,6,7,58
952,06.06.2012,3,13,18,47
953,07.06.2012,2,11,14,49
954,08.06.2012,0,7,8,66
955,09.06.2012,0,7,7,71
956,10.06.2012,0,7,8,72
957,11.06.2012,1,11,11,76
958,12.06.2012,0,12,12,63
959,13.06.2012,1,8,9,59
960,14.06.2012,1,7,8,65
961,15.06.2012,2,13,16,68
962,16.06.2012,1,12,14,41
963,17.06.2012,0,3,3,63
964,18.06.2012,1,12,13,81
965,19.06.2012,1,6,7,83
966,20.06.2012,0,5,5,55
967,21.06.2012,0,6,6,47
968,22.06.2012,1,6,7,60
969,23.06.2012,0,7,8,64
970,24.06.2012,1,6,7,62
971,25.06.2012,0,4,4,68
972,26.06.2012,0,4,4,71
973,27.06.2012,0,8,9,57
974,28.06.2012,1,7,9,38
975,29.06.2012,1,13,14,68
976,30.06.2012,1,7,9,56
977,01.07.2012,1,5,6,68
978,02.07.2012,1,8,9,54
979,03.07.2012,0,6,7,47
980,04.07.2012,0,4,5,62
981,05.07.2012,1,5,6,53
982,06.07.2012,1,9,10,66
983,07.07.2012,1,8,9,41
984,08.07.2012,2,10,12,51
985,09.07.2012,0,5,5,65
986,10.07.2012,0,7,7,66
987,11.07.2012,1,7,8,54
988,12.07.2012,0,5,6,50
989,13.07.2012,2,16,20,27
990,14.07.2012,0,8,9,40
991,15.07.2012,0,6,6,44
992,16.07.2012,0,6,7,52
993,17.07.2012,1,6,7,43
994,18.07.2012,1,9,10,26
995,19.07.2012,1,7,7,46
996,20.07.2012,0,4,5,59
997,21.07.2012,0,6,6,48
998,22.07.2012,0,6,6,49
999,23.07.2012,2,12,15,51
1000,24.07.2012,1,9,10,80
1001,25.07.2012,1,11,12,95
1002,26.07.2012,2,11,14,79
1003,27.07.2012,0,7,8,108
1004,28.07.2012,0,6,7,83
1005,29.07.2012,0,4,4,57
1006,30.07.2012,1,7,9,54
1007,31.07.2012,0,7,8,47
1008,01.08.2012,1,13,14,61
1009,02.08.2012,1,11,12,81
1010,03.08.2012,1,8,9,33
1011,04.08.2012,1,10,12,47
1012,05.08.2012,1,7,8,28
1013,06.08.2012,1,8,9,46
1014,07.08.2012,0,6,6,63
1015,08.08.2012,0,6,6,62
1016,09.08.2012,1,8,10,43
1017,10.08.2012,1,8,10,43
1018,11.08.2012,0,5,5,42
1019,12.08.2012,0,3,4,50
1020,13.08.2012,1,6,8,46
1021,14.08.2012,1,5,6,49
1022,15.08.2012,1,5,6,53
1023,16.08.2012,2,10,14,33
1024,17.08.2012,3,10,14,37
1025,18.08.2012,2,13,15,52
1026,19.08.2012,1,13,14,71
1027,20.08.2012,2,20,23,54
1028,21.08.2012,3,7,11,63
1029,22.08.2012,6,12,21,65
1030,23.08.2012,1,9,10,55
1031,24.08.2012,2,18,21,32
1032,25.08.2012,1,8,9,54
1033,26.08.2012,0,5,5,54
1034,27.08.2012,1,7,8,56
1035,28.08.2012,3,21,25,33
1036,29.08.2012,1,14,17,49
1037,30.08.2012,1,18,20,41
1038,31.08.2012,1,10,12,36
1039,01.09.2012,1,9,10,42
1040,02.09.2012,2,7,9,36
1041,03.09.2012,4,16,22,42
1042,04.09.2012,3,9,15,38
1043,05.09.2012,2,14,18,40
1044,06.09.2012,0,7,8,59
1045,07.09.2012,1,11,12,47
1046,08.09.2012,1,6,7,33
1047,09.09.2012,1,6,8,34
1048,10.09.2012,2,17,21,48
1049,11.09.2012,3,20,24,57
1050,12.09.2012,1,9,9,46
1051,13.09.2012,2,13,16,39
1052,14.09.2012,1,11,13,45
1053,15.09.2012,0,7,7,42
1054,16.09.2012,0,12,12,43
1055,17.09.2012,1,16,18,40
1056,18.09.2012,9,15,28,40
1057,19.09.2012,0,10,10,40
1058,20.09.2012,1,12,14,31
1059,21.09.2012,8,22,35,30
1060,22.09.2012,1,13,14,44
1061,23.09.2012,1,8,10,36
1062,24.09.2012,1,13,14,32
1063,25.09.2012,2,17,20,27
1064,26.09.2012,2,19,21,27
1065,27.09.2012,0,10,11,39
1066,28.09.2012,0,9,10,46
1067,29.09.2012,1,15,17,36
1068,30.09.2012,1,10,12,40
1069,01.10.2012,14,32,54,12
1070,02.10.2012,11,24,40,21
1071,03.10.2012,3,15,18,37
1072,04.10.2012,1,14,15,46
1073,05.10.2012,1,14,16,37
1074,06.10.2012,1,9,10,43
1075,07.10.2012,0,5,6,43
1076,08.10.2012,0,9,9,42
1077,09.10.2012,1,12,14,40
1078,10.10.2012,1,11,12,32
1079,11.10.2012,1,13,15,23
1080,12.10.2012,2,19,22,24
1081,13.10.2012,1,13,13,31
1082,14.10.2012,1,12,13,32
1083,15.10.2012,3,15,20,24
1084,16.10.2012,7,22,33,19
1085,17.10.2012,5,25,32,23
1086,18.10.2012,5,30,38,17
1087,19.10.2012,6,27,36,12
1088,20.10.2012,13,26,45,4
1089,21.10.2012,5,12,20,19
1090,22.10.2012,0,8,8,29
1091,23.10.2012,1,12,13,15
1092,24.10.2012,4,15,22,15
1093,25.10.2012,0,7,7,45
1094,26.10.2012,2,17,20,38
1095,27.10.2012,1,7,8,42
1096,28.10.2012,1,11,13,30
1097,29.10.2012,24,26,63,23
1098,30.10.2012,5,28,35,11
1099,31.10.2012,9,29,43,12
1100,01.11.2012,1,26,28,20
1101,02.11.2012,1,18,19,34
1102,03.11.2012,0,14,14,40
1103,04.11.2012,1,12,12,38
1104,05.11.2012,1,12,13,36
1105,06.11.2012,0,10,10,44
1106,07.11.2012,0,10,10,48
1107,08.11.2012,0,13,13,39
1108,09.11.2012,1,22,24,26
1109,10.11.2012,1,26,28,19
1110,11.11.2012,1,15,17,25
1111,12.11.2012,1,22,24,19
1112,13.11.2012,15,28,51,11
1113,14.11.2012,22,34,68,4
1114,15.11.2012,20,35,66,2
1115,16.11.2012,17,30,56,2
1116,17.11.2012,6,25,35,6
1117,18.11.2012,9,23,36,3
1118,19.11.2012,5,19,28,5
1119,20.11.2012,16,32,56,4
1120,21.11.2012,3,28,33,8
1121,22.11.2012,7,23,34,15
1122,23.11.2012,29,34,78,3
1123,24.11.2012,2,17,21,11
1124,25.11.2012,2,17,20,18
1125,26.11.2012,3,26,30,25
1126,27.11.2012,11,23,40,7
1127,28.11.2012,36,24,78,8
1128,29.11.2012,0,7,7,27
1129,30.11.2012,1,13,14,17
1130,01.12.2012,2,27,31,7
1131,02.12.2012,6,28,36,6
1132,03.12.2012,2,21,25,24
1133,04.12.2012,1,17,18,33
1134,05.12.2012,1,14,15,35
1135,06.12.2012,6,29,38,19
1136,07.12.2012,28,40,83,4
1137,08.12.2012,19,38,67,3
1138,09.12.2012,3,30,34,17
1139,10.12.2012,3,25,30,17
1140,11.12.2012,0,11,12,46
1141,12.12.2012,13,35,56,21
1142,13.12.2012,17,44,71,2
1143,14.12.2012,2,35,38,16
1144,15.12.2012,11,36,52,16
1145,16.12.2012,12,35,54,3
1146,17.12.2012,36,37,92,2
1147,18.12.2012,12,26,45,2
1148,19.12.2012,11,21,38,1
1149,20.12.2012,3,19,24,12
1150,21.12.2012,1,16,17,26
1151,22.12.2012,1,16,17,21
1152,23.12.2012,7,28,39,7
1153,24.12.2012,8,29,41,14
1154,25.12.2012,1,8,9,41
1155,26.12.2012,0,6,6,50
1156,27.12.2012,0,11,12,50
1157,28.12.2012,1,18,19,44
1158,29.12.2012,1,21,23,27
1159,30.12.2012,0,12,12,46
1160,31.12.2012,0,7,7,61
1161,01.01.2013,0,10,10,50
1162,02.01.2013,0,8,8,50
1163,03.01.2013,0,8,8,41
1164,04.01.2013,0,6,6,54
1165,05.01.2013,0,6,7,50
1166,06.01.2013,0,6,6,43
1167,07.01.2013,1,20,22,21
1168,08.01.2013,6,24,33,7
1169,09.01.2013,4,25,32,10
1170,10.01.2013,0,7,7,58
1171,11.01.2013,0,10,10,42
1172,12.01.2013,0,12,13,28
1173,13.01.2013,0,8,8,33
1174,14.01.2013,1,22,23,20
1175,15.01.2013,5,28,35,12
1176,16.01.2013,1,14,15,28
1177,17.01.2013,1,8,9,45
1178,18.01.2013,0,7,7,57
1179,19.01.2013,0,5,5,62
1180,20.01.2013,0,6,6,57
1181,21.01.2013,0,5,6,68
1182,22.01.2013,0,8,8,61
1183,23.01.2013,1,18,20,37
1184,24.01.2013,0,25,26,25
1185,25.01.2013,13,40,60,20
1186,26.01.2013,2,28,31,39
1187,27.01.2013,2,28,30,24
1188,28.01.2013,5,26,33,25
1189,29.01.2013,2,19,21,36
1190,30.01.2013,1,11,12,45
1191,31.01.2013,0,6,6,65
1192,01.02.2013,0,12,13,52
1193,02.02.2013,1,7,7,52
1194,03.02.2013,0,7,7,53
1195,04.02.2013,1,12,13,53
1196,05.02.2013,0,10,10,64
1197,06.02.2013,1,16,17,51
1198,07.02.2013,0,14,15,38
1199,08.02.2013,1,12,13,34
1200,09.02.2013,1,17,18,36
1201,10.02.2013,1,17,19,47
1202,11.02.2013,1,10,11,44
1203,12.02.2013,1,11,12,45
1204,13.02.2013,1,13,14,46
1205,14.02.2013,1,17,19,42
1206,15.02.2013,2,22,24,30
1207,16.02.2013,3,20,24,8
1208,17.02.2013,0,8,8,35
1209,18.02.2013,1,16,18,43
1210,19.02.2013,1,9,10,44
1211,20.02.2013,0,4,4,75
1212,21.02.2013,0,8,8,66
1213,22.02.2013,0,9,10,70
1214,23.02.2013,1,7,7,71
1215,24.02.2013,1,7,9,41
1216,25.02.2013,1,9,10,39
1217,26.02.2013,0,7,8,38
1218,27.02.2013,1,8,9,36
1219,28.02.2013,4,19,24,29
1220,01.03.2013,1,17,18,47
1221,02.03.2013,1,12,13,47
1222,03.03.2013,0,10,10,65
1223,04.03.2013,2,21,25,41
1224,05.03.2013,3,30,34,49
1225,06.03.2013,8,38,50,35
1226,07.03.2013,0,10,10,70
1227,08.03.2013,0,5,6,67
1228,09.03.2013,0,5,5,62
1229,10.03.2013,0,5,6,70
1230,11.03.2013,1,7,8,74
1231,12.03.2013,0,7,8,79
1232,13.03.2013,1,20,22,70
1233,14.03.2013,8,36,49,47
1234,15.03.2013,1,21,23,57
1235,16.03.2013,4,24,30,60
1236,17.03.2013,1,7,8,90
1237,18.03.2013,0,10,11,88
1238,19.03.2013,0,10,10,88
1239,20.03.2013,0,10,10,82
1240,21.03.2013,1,11,13,81
1241,22.03.2013,0,6,7,84
1242,23.03.2013,0,4,5,79
1243,24.03.2013,0,7,8,85
1244,25.03.2013,0,6,6,92
1245,26.03.2013,0,7,8,94
1246,27.03.2013,1,8,9,99
1247,28.03.2013,0,8,9,106
1248,29.03.2013,1,9,10,91
1249,30.03.2013,0,6,7,94
1250,31.03.2013,0,3,3,100
1251,01.04.2013,0,5,5,99
1252,02.04.2013,0,7,8,91
1253,03.04.2013,0,9,9,96
1254,04.04.2013,0,6,6,95
1255,05.04.2013,1,6,7,79
1256,06.04.2013,0,5,6,91
1257,07.04.2013,1,14,15,72
1258,08.04.2013,1,14,16,70
1259,09.04.2013,0,9,9,85
1260,10.04.2013,0,13,13,66
1261,11.04.2013,4,29,36,22
1262,12.04.2013,6,20,29,38
1263,13.04.2013,0,8,8,63
1264,14.04.2013,1,11,12,61
1265,15.04.2013,1,15,16,80
1266,16.04.2013,2,21,24,55
1267,17.04.2013,1,16,17,56
1268,18.04.2013,1,19,21,64
1269,19.04.2013,0,11,11,76
1270,20.04.2013,0,4,5,74
1271,21.04.2013,0,6,6,74
1272,22.04.2013,1,15,16,63
1273,23.04.2013,1,12,13,60
1274,24.04.2013,1,10,11,72
1275,25.04.2013,1,9,10,60
1276,26.04.2013,1,10,11,84
1277,27.04.2013,0,4,4,71
1278,28.04.2013,0,6,7,74
1279,29.04.2013,1,12,13,63
1280,30.04.2013,1,11,12,68
1281,01.05.2013,0,5,5,76
1282,02.05.2013,0,8,7,74
1283,03.05.2013,0,4,5,93
1284,04.05.2013,1,9,10,82
1285,05.05.2013,0,6,7,75
1286,06.05.2013,1,9,11,74
1287,07.05.2013,1,6,7,73
1288,08.05.2013,2,12,14,59
1289,09.05.2013,0,10,10,44
1290,10.05.2013,2,10,12,44
1291,11.05.2013,1,8,10,49
1292,12.05.2013,1,6,7,52
1293,13.05.2013,1,8,10,51
1294,14.05.2013,1,10,12,53
1295,15.05.2013,2,8,10,76
1296,16.05.2013,1,8,10,90
1297,17.05.2013,0,6,7,74
1298,18.05.2013,1,8,9,38
1299,19.05.2013,0,5,6,70
1300,20.05.2013,0,5,5,59
1301,21.05.2013,1,8,9,54
1302,22.05.2013,1,11,12,49
1303,23.05.2013,0,9,10,65
1304,24.05.2013,1,15,16,51
1305,25.05.2013,1,11,12,51
1306,26.05.2013,1,8,9,44
1307,27.05.2013,1,11,12,42
1308,28.05.2013,1,12,13,40
1309,29.05.2013,1,17,18,44
1310,30.05.2013,1,9,11,61
1311,31.05.2013,1,6,7,62
1312,01.06.2013,0,7,7,55
1313,02.06.2013,0,5,6,58
1314,03.06.2013,0,6,7,60
1315,04.06.2013,0,9,9,51
1316,05.06.2013,1,7,9,51
1317,06.06.2013,0,7,8,62
1318,07.06.2013,1,8,9,58
1319,08.06.2013,1,9,9,71
1320,09.06.2013,0,6,6,72
1321,10.06.2013,0,6,6,63
1322,11.06.2013,2,13,16,48
1323,12.06.2013,1,15,16,70
1324,13.06.2013,1,15,16,53
1325,14.06.2013,0,8,9,52
1326,15.06.2013,2,11,15,53
1327,16.06.2013,1,8,9,57
1328,17.06.2013,0,10,10,68
1329,18.06.2013,0,8,9,81
1330,19.06.2013,1,10,11,85
1331,20.06.2013,1,7,8,95
1332,21.06.2013,1,9,11,63
1333,22.06.2013,0,10,10,60
1334,23.06.2013,1,9,10,52
1335,24.06.2013,0,10,11,48
1336,25.06.2013,1,10,11,41
1337,26.06.2013,0,8,8,51
1338,27.06.2013,0,9,10,47
1339,28.06.2013,2,11,13,35
1340,29.06.2013,1,6,7,45
1341,30.06.2013,1,3,5,47
1342,01.07.2013,1,10,12,53
1343,02.07.2013,1,9,10,56
1344,03.07.2013,1,10,11,72
1345,04.07.2013,1,8,9,46
1346,05.07.2013,2,9,13,29
1347,06.07.2013,0,5,5,56
1348,07.07.2013,0,4,4,55
1349,08.07.2013,3,7,12,63
1350,09.07.2013,0,7,7,67
1351,10.07.2013,1,10,11,53
1352,11.07.2013,0,6,7,53
1353,12.07.2013,1,9,10,43
1354,13.07.2013,1,8,9,55
1355,14.07.2013,0,5,5,61
1356,15.07.2013,1,7,7,59
1357,16.07.2013,1,10,11,52
1358,17.07.2013,1,6,8,55
1359,18.07.2013,2,7,10,53
1360,19.07.2013,0,7,8,55
1361,20.07.2013,0,3,4,57
1362,21.07.2013,0,6,7,65
1363,22.07.2013,1,7,8,72
1364,23.07.2013,0,5,5,69
1365,24.07.2013,1,8,10,65
1366,25.07.2013,1,9,10,97
1367,26.07.2013,1,13,15,93
1368,27.07.2013,1,9,10,99
1369,28.07.2013,1,9,10,84
1370,29.07.2013,1,9,10,47
1371,30.07.2013,1,7,8,54
1372,31.07.2013,1,10,11,54
1373,01.08.2013,1,11,12,45
1374,02.08.2013,2,17,19,71
1375,03.08.2013,1,14,16,86
1376,04.08.2013,0,4,5,68
1377,05.08.2013,1,8,9,61
1378,06.08.2013,2,15,18,51
1379,07.08.2013,0,7,7,61
1380,08.08.2013,0,8,9,56
1381,09.08.2013,0,8,8,46
1382,10.08.2013,1,8,9,45
1383,11.08.2013,0,6,6,49
1384,12.08.2013,1,8,9,49
1385,13.08.2013,1,8,9,44
1386,14.08.2013,1,7,7,42
1387,15.08.2013,1,10,12,47
1388,16.08.2013,1,15,17,59
1389,17.08.2013,1,14,15,58
1390,18.08.2013,0,9,9,49
1391,19.08.2013,2,13,17,30
1392,20.08.2013,1,10,11,38
1393,21.08.2013,2,12,14,33
1394,22.08.2013,6,12,20,44
1395,23.08.2013,0,5,6,53
1396,24.08.2013,0,4,4,57
1397,25.08.2013,0,4,4,66
1398,26.08.2013,1,3,4,56
1399,27.08.2013,0,7,7,52
1400,28.08.2013,1,9,10,42
1401,29.08.2013,5,13,20,48
1402,30.08.2013,5,17,25,60
1403,31.08.2013,1,11,12,55
1404,01.09.2013,0,4,5,47
1405,02.09.2013,0,8,8,40
1406,03.09.2013,1,7,8,26
1407,04.09.2013,1,8,11,23
1408,05.09.2013,2,8,12,39
1409,06.09.2013,1,10,12,68
1410,07.09.2013,0,11,11,73
1411,08.09.2013,0,10,10,69
1412,09.09.2013,0,8,9,42
1413,10.09.2013,2,18,21,22
1414,11.09.2013,3,18,22,17
1415,12.09.2013,3,13,18,11
1416,13.09.2013,3,12,17,32
1417,14.09.2013,1,11,12,39
1418,15.09.2013,0,6,7,35
1419,16.09.2013,0,10,11,37
1420,17.09.2013,2,12,15,33
1421,18.09.2013,3,18,22,18
1422,19.09.2013,1,13,14,25
1423,20.09.2013,3,17,22,10
1424,21.09.2013,1,10,12,23
1425,22.09.2013,1,8,9,31
1426,23.09.2013,0,7,7,39
1427,24.09.2013,0,9,9,31
1428,25.09.2013,6,12,21,21
1429,26.09.2013,1,10,12,31
1430,27.09.2013,2,11,15,27
1431,28.09.2013,2,9,12,21
1432,29.09.2013,1,5,7,26
1433,30.09.2013,1,7,8,32
1434,01.10.2013,1,8,9,29
1435,02.10.2013,2,11,14,29
1436,03.10.2013,1,10,11,43
1437,04.10.2013,1,16,18,45
1438,05.10.2013,2,24,27,22
1439,06.10.2013,4,12,17,7
1440,07.10.2013,6,12,21,10
1441,08.10.2013,8,19,32,15
1442,09.10.2013,2,18,21,19
1443,10.10.2013,2,13,16,29
1444,11.10.2013,0,8,9,37
1445,12.10.2013,1,9,10,28
1446,13.10.2013,1,11,13,23
1447,14.10.2013,8,20,31,18
1448,15.10.2013,3,23,28,13
1449,16.10.2013,2,14,17,21
1450,17.10.2013,3,13,18,32
1451,18.10.2013,1,8,9,44
1452,19.10.2013,2,18,21,24
1453,20.10.2013,3,10,15,17
1454,21.10.2013,3,14,17,31
1455,22.10.2013,11,24,41,18
1456,23.10.2013,2,23,26,26
1457,24.10.2013,2,15,17,29
1458,25.10.2013,14,28,50,7
1459,26.10.2013,3,18,22,15
1460,27.10.2013,1,7,8,47
1461,28.10.2013,0,10,10,55
1462,29.10.2013,0,10,11,53
1463,30.10.2013,1,18,20,33
1464,31.10.2013,6,28,38,20
1465,01.11.2013,2,24,27,24
1466,02.11.2013,1,18,19,17
1467,03.11.2013,1,11,12,37
1468,04.11.2013,1,15,16,43
1469,05.11.2013,0,14,15,37
1470,06.11.2013,1,16,17,33
1471,07.11.2013,1,17,18,25
1472,08.11.2013,3,21,25,17
1473,09.11.2013,0,13,13,38
1474,10.11.2013,0,10,10,44
1475,11.11.2013,5,16,23,19
1476,12.11.2013,17,32,58,10
1477,13.11.2013,1,20,22,24
1478,14.11.2013,14,27,48,9
1479,15.11.2013,0,11,11,33
1480,16.11.2013,0,13,14,28
1481,17.11.2013,3,16,20,12
